ubigeo,periodo,departamento,provincia,distrito,ranking,irsip,nivel,percentil,rezago_conflictos,ejecucion_pct,canon_pc,mineria_pc,monto_canon,canon_12m,pim_canon,devengado_canon,mineria_12m,poblacion,n_rezago_conflictos,n_ejecucion_canon,n_canon_pc,n_mineria_pc,contrib_rezago,contrib_ejecucion,contrib_canon,contrib_mineria,irsip_bruto
190106,2026-02-01,Pasco,Pasco,Pallanchacra,95,32.42,Bajo,95,0,0,963.3030761209598,0,83636.68000000001,923807.6500000004,1904781,0,0,959,0,0,0.5811064121214582,0,0,-0,0.06450281174548186,0,0.06450281174548186
060103,2026-02-01,Cajamarca,Cajamarca,Chetilla,96,32.41,Bajo,94.9,1,1.7793929417899288,1136.872477211796,0,463218.66000000003,4240534.339999999,8883102,105376.86,0,3730,0.125,0.46694870438921204,0.5951033837942379,0,0.076375,-0.07798043363299842,0.0660564756011604,0,0.06445104196816198
021105,2026-02-01,Áncash,Huarmey,Malvas,97,32.35,Bajo,94.9,0,0,918.6976297335206,0,53631.2,655031.4100000001,1106820,0,0,713,0,0,0.5771011764766004,0,0,-0,0.06405823058890264,0,0.06405823058890264
021504,2026-02-01,Áncash,Pallasca,Huacaschuque,98,32.2,Bajo,94.8,0,0,820.1467849223951,0,30665.760000000002,369886.2000000002,904565,0,0,451,0,0,0.5675158908848372,0,0,-0,0.06299426388821694,0,0.06299426388821694
040809,2026-02-01,Arequipa,La Uniòn,Tauria,99,32.2,Bajo,94.8,0,0,819.5670764119607,0,13923.82,246689.69000000018,413428,0,0,301,0,0,0.5674561664147111,0,0,-0,0.06298763447203293,0,0.06298763447203293
061203,2026-02-01,Cajamarca,San Pablo,San Luis,100,32.19,Bajo,94.7,0,0,810.5686013986015,0,69123.13,579556.55,1377090,0,0,715,0,0,0.5665236486083506,0,0,-0,0.06288412499552691,0,0.06288412499552691
190203,2026-02-01,Pasco,Daniel Alcides Carrión,Goyllarisquizga,101,32.18,Bajo,94.7,0,0,806.65247619047625,0,101227.45,846985.1000000001,2055321,0,0,1050,0,0,0.5661145845304948,0,0,-0,0.06283871888288492,0,0.06283871888288492
190206,2026-02-01,Pasco,Daniel Alcides Carrión,Santa Ana de Tusi,102,32.18,Bajo,94.6,0,0.5904419017878207,642.0247395874809,4492.37530144713,0,16123809.309999995,50472844,0,112821513.32054323,25114,0,0.33209941829719725,0.5468372434800369,0.5188277123552628,0,-0.055460602855631945,0.0606989340262841,0.057589876071434176,0.06282820724208633
021203,2026-02-01,Áncash,Huaylas,Huata,103,32.15,Bajo,94.6,0,0,785.2675036927624,0,87449.37999999999,1063252.2000000002,2160899,0,0,1354,0,0,0.5638451988082173,0,0,-0,0.06258681706771212,0,0.06258681706771212
190201,2026-02-01,Pasco,Daniel Alcides Carrión,Yanahuanca,104,32.14,Bajo,94.5,0,0,783.0318545530318,0,1415118.3599999999,7515539.74,22471376,0,0,9598,0,0,0.5636043959910852,0,0,-0,0.06256008795501046,0,0.06256008795501046
150705,2026-02-01,Lima,Huarochirí,Chicla,105,32.09,Bajo,94.5,0,4.091885584621903,3004.3219397590356,1038240.5263574477,651161.76,7480761.629999999,16787149,686910.93,2585218910.630045,2490,0,0.6456901110523533,0.6772386514944543,0.8545818509143808,0,-0.10783024854574301,0.07517349031588443,0.09485858545149627,0.06220182722163768
030302,2026-02-01,Apurímac,Antabamba,El Oro,106,32.07,Bajo,94.4,0,0,740.2605806451613,0,3720.02,458961.56000000006,1664236,0,0,620,0,0,0.5588603049418953,0,0,-0,0.06203349384855038,0,0.06203349384855038
131008,2026-02-01,La Libertad,Santiago de Chuco,Sitabamba,107,32.07,Bajo,94.4,0,0,740.7521137544434,0,45409.57,2708930.4799999995,3731148,0,0,3657,0,0,0.558916364284493,0,0,-0,0.06203971643557872,0,0.06203971643557872
020902,2026-02-01,Áncash,Corongo,Aco,108,32.03,Bajo,94.3,0,0,716.0876450511943,0,16038.93,209813.67999999993,291978,0,0,293,0,0,0.556056498608871,0,0,-0,0.06172227134558468,0,0.06172227134558468
030713,2026-02-01,Apurímac,Grau,Virundo,109,32.03,Bajo,94.3,0,0,720.8292440604752,0,1336.4,333743.94,799866,0,0,463,0,0,0.5566138521460119,0,0,-0,0.06178413758820732,0,0.06178413758820732
150902,2026-02-01,Lima,Oyón,Andajes,110,32.02,Bajo,94.2,1,1.4478952614843155,366.5588082901553,0,13458.79,141491.69999999995,897855,3500,0,386,0.125,0.41988365943945005,0.49953793413858866,0,0.076375,-0.07012057112638816,0.05544871068938334,0,0.06170313956299518
040408,2026-02-01,Arequipa,Castilla,Machaguay,111,31.98,Bajo,94.2,0,0,693.9262578616353,0,15195.720000000001,220668.55000000005,378580,0,0,318,0,0,0.5534016869968773,0,0,-0,0.061427587256653385,0,0.061427587256653385
030402,2026-02-01,Apurímac,Aymaraes,Capaya,112,31.95,Bajo,94.1,0,0,675.3501948051946,0,13845.46,312011.7899999999,1246831,0,0,462,0,0,0.551110316577611,0,0,-0,0.061173245140114824,0,0.061173245140114824
150601,2026-02-01,Lima,Huaral,Huaral,113,31.93,Bajo,94.1,0,0.02403258325781412,140.85891984781762,6666.195176973556,1221110.52,16475563.559999987,65785687,15810,779711518.874712,116965,0,0.27392913802221047,0.4190242000658346,0.5431699387897784,0,-0.04574616604970915,0.04651168620730764,0.0602918632056654,0.06105738336326389
170203,2026-02-01,Madre de Dios,Manu,Madre de Dios,114,31.93,Bajo,94,0,0,103.51854674127715,11.681043400251452,1149.78,628978.69,471554,0,70974.01969992783,6076,0,0,0.3931911003587504,0.15669705362361452,0,-0,0.043644212139821295,0.017393372952221212,0.061037585092042504
021404,2026-02-01,Áncash,Ocros,Carhuapampa,115,31.89,Bajo,93.9,0,0,646.1949367088603,0,16875.39,204197.59999999986,601294,0,0,316,0,0,0.5473839251495477,0,0,-0,0.060759615691599794,0,0.060759615691599794
021910,2026-02-01,Áncash,Sihuas,Sicsibamba,116,31.83,Bajo,93.9,0,0,615.9360862619804,0,63492.49,771151.9799999995,1321311,0,0,1252,0,0,0.5433345932377358,0,0,-0,0.060310139849388676,0,0.060310139849388676
090606,2026-02-01,Huancavelica,Huaytará,Ocoyo,117,31.82,Bajo,93.8,0,1.5070762371553679,1465.998145539906,10149.21669819972,5907.39,624515.21,2908608,43834.94,4323566.313433081,426,0,0.4272871496562665,0.6165887566355928,0.5690976186111116,0,-0.0713569539925965,0.0684413519865508,0.0631698356658334,0.06025423365978769
030212,2026-02-01,Apurímac,Andahuaylas,San Antonio de Cachi,118,31.78,Bajo,93.8,0,0,595.9160880195599,0,11032.34,1706107.7599999998,9704866,0,0,2863,0,0,0.5405447635343751,0,0,-0,0.060000468752315635,0,0.060000468752315635
040411,2026-02-01,Arequipa,Castilla,Tipan,119,31.78,Bajo,93.7,0,0,594.4706666666667,0,15202.43,222926.5,443963,0,0,375,0,0,0.5403397334397947,0,0,-0,0.05997771041181721,0,0.05997771041181721
030709,2026-02-01,Apurímac,Grau,San Antonio,120,31.67,Bajo,93.7,0,0,544.5780660377359,0,760.39,115450.55000000002,542638,0,0,212,0,0,0.5329394384839615,0,0,-0,0.05915627767171973,0,0.05915627767171973
210709,2026-02-01,Puno,Lampa,Santa Lucia,121,31.66,Bajo,93.6,0,1.2447254625435458,293.82120330147706,39689.72863010716,136733.93,2029129.2300000004,3212130,39982.2,274097265.91952,6906,0,0.39978847170809095,0.48088931270317725,0.6532183014204178,0,-0.06676467477525119,0.05337871371005268,0.07250723145766638,0.05912127039246787
020901,2026-02-01,Áncash,Corongo,Corongo,122,31.62,Bajo,93.6,0,0,525.6876097832128,0,75216.2,945712.0099999998,1480302,0,0,1799,0,0,0.5299593781531843,0,0,-0,0.058825490975003454,0,0.058825490975003454
021703,2026-02-01,Áncash,Recuay,Cotaparaco,123,31.61,Bajo,93.5,0,0,519.7013131313132,0,12347.84,154351.29000000004,336129,0,0,297,0,0,0.5289926707080782,0,0,-0,0.05871818644859668,0,0.05871818644859668
190204,2026-02-01,Pasco,Daniel Alcides Carrión,Paucar,124,31.57,Bajo,93.5,0,0,506.0566554281861,0,90039.84999999999,750482.02,1291744,0,0,1483,0,0,0.5267470449229205,0,0,-0,0.05846892198644417,0,0.05846892198644417
021506,2026-02-01,Áncash,Pallasca,Lacabamba,125,31.51,Bajo,93.4,0,0,481.5345102505698,0,17540.52,211393.65000000014,371216,0,0,439,0,0,0.5225549448376274,0,0,-0,0.05800359887697665,0,0.05800359887697665
190205,2026-02-01,Pasco,Daniel Alcides Carrión,San Pedro de Pillao,126,31.51,Bajo,93.4,0,0,483.3045297670405,0,67185.91,560149.95,1460025,0,0,1159,0,0,0.5228645900988318,0,0,-0,0.05803796950097033,0,0.05803796950097033
040312,2026-02-01,Arequipa,Caravelí,Quicacha,127,31.46,Bajo,93.3,0,0.9470673615746893,975.8886496350364,3107.259327298368,77136.45,1871754.4299999997,4082075,38660,5959723.38975827,1918,0,0.37123215230037016,0.5822030184322423,0.49609272279411154,0,-0.06199576943416182,0.0646245350459789,0.055066292230146384,0.057695057841963465
150718,2026-02-01,Lima,Huarochirí,San Damian,128,31.45,Bajo,93.3,0,0,462.26257455268404,0,27696.5,465036.15000000014,1814920,0,0,1006,0,0,0.519108053759007,0,0,-0,0.05762099396724978,0,0.05762099396724978
030211,2026-02-01,Apurímac,Andahuaylas,Pomacocha,129,31.44,Bajo,93.2,0,0,459.93362336114416,0,2541.23,385884.30999999994,1232445,0,0,839,0,0,0.5186818304415235,0,0,-0,0.05757368317900911,0,0.05757368317900911
150713,2026-02-01,Lima,Huarochirí,Mariatana,130,31.42,Bajo,93.2,0,0,452.98064131245343,0,37302.34,607447.04,1617481,0,0,1341,0,0,0.5173964279229979,0,0,-0,0.057431003499452765,0,0.057431003499452765
020103,2026-02-01,Áncash,Huaraz,Colcabamba,131,31.41,Bajo,93.1,0,0,446.48649122807086,0,8349.21,101798.92000000016,267918,0,0,228,0,0,0.5161779434100515,0,0,-0,0.05729575171851572,0,0.05729575171851572
211307,2026-02-01,Puno,Yunguyo,Unicachi,132,31.41,Bajo,93,0,0,446.6011154598827,0,16006.01,228213.17000000004,279997,0,0,511,0,0,0.5161996030370244,0,0,-0,0.057298155937109706,0,0.057298155937109706
020204,2026-02-01,Áncash,Aija,La Merced,133,31.4,Bajo,93,0,2.2230615858310956,1417.9140673788002,44630.84251684401,86522.68000000001,1725601.42,3144181,69897.08,54315735.34299916,1217,0,0.5039661554732946,0.6137703837777085,0.6604562825646991,0,-0.08416234796404021,0.06812851259932565,0.07331064736468161,0.05727681199996705
030403,2026-02-01,Apurímac,Aymaraes,Caraybamba,134,31.37,Bajo,92.9,0,0,434.6310174418605,0,13356,299026.14,1419008,0,0,688,0,0,0.5139072077140058,0,0,-0,0.05704370005625464,0,0.05704370005625464
030407,2026-02-01,Apurímac,Aymaraes,Ihuayllo,135,31.37,Bajo,92.9,0,0,433.3119354838709,0,6955.79,161192.03999999998,601502,0,0,372,0,0,0.5136507466646439,0,0,-0,0.05701523287977548,0,0.05701523287977548
060306,2026-02-01,Cajamarca,Celendín,José Gálvez,136,31.36,Bajo,92.8,0,0,432.29735078937233,0,203315.81,1122676.22,2905927,0,0,2597,0,0,0.5134529566379873,0,0,-0,0.05699327818681659,0,0.05699327818681659
150730,2026-02-01,Lima,Huarochirí,Santiago de Tuna,137,31.35,Bajo,92.8,0,0,427.5094805194803,0,7949.69,131672.91999999993,445679,0,0,308,0,0,0.5125132831222662,0,0,-0,0.056888974426571544,0,0.056888974426571544
030205,2026-02-01,Apurímac,Andahuaylas,Huancaray,138,31.34,Bajo,92.7,0,0,425.2949845201239,0,8959.89,1511073.08,5639028,0,0,3553,0,0,0.5120751065376746,0,0,-0,0.05684033682568188,0,0.05684033682568188
050607,2026-02-01,Ayacucho,Lucanas,Huac-Huas,139,31.31,Bajo,92.7,0,0,415.69845861807147,0,16404.78,547474.8700000001,1185915,0,0,1317,0,0,0.5101495836689225,0,0,-0,0.056626603787250394,0,0.056626603787250394
060611,2026-02-01,Cajamarca,Cutervo,Santa Cruz,140,31.31,Bajo,92.6,0,0,413.71729378301495,0,159313.82,1018158.2599999998,2375868,0,0,2461,0,0,0.5097465482066678,0,0,-0,0.056581866850940125,0,0.056581866850940125
021905,2026-02-01,Áncash,Sihuas,Chingalpo,141,31.3,Bajo,92.6,0,0,411.7597916666667,0,25945.76,316231.52,400448,0,0,768,0,0,0.5093464310715178,0,0,-0,0.056537453848938476,0,0.056537453848938476
150726,2026-02-01,Lima,Huarochirí,Sangallaya,142,31.22,Bajo,92.5,0,0,388.0781587837838,0,13538.99,229742.27000000002,727335,0,0,592,0,0,0.5043496371928096,0,0,-0,0.05598280972840186,0,0.05598280972840186
150703,2026-02-01,Lima,Huarochirí,Callahuanca,143,31.14,Bajo,92.5,0,0,364.23479717813075,0,12345.13,206521.13000000012,713081,0,0,567,0,0,0.49900152266123526,0,0,-0,0.055389169015397116,0,0.055389169015397116
150905,2026-02-01,Lima,Oyón,Navan,144,31.14,Bajo,92.4,0,0,363.5866490066224,0,25894.96,274507.9199999999,1153356,0,0,755,0,0,0.4988513129990343,0,0,-0,0.055372495742892804,0,0.055372495742892804
190207,2026-02-01,Pasco,Daniel Alcides Carrión,Tapuc,145,31.13,Bajo,92.4,0,0,361.5131643924628,0,66868.76,556368.7600000002,1563362,0,0,1539,0,0,0.4983689788204132,0,0,-0,0.055318956649065866,0,0.055318956649065866
030220,2026-02-01,Apurímac,Andahuaylas,José María Arguedas,146,31.06,Bajo,92.3,0,0,342.6339348903043,0,12602,1936567,8091034,0,0,5652,0,0,0.49384591546323553,0,0,-0,0.05481689661641914,0,0.05481689661641914
150729,2026-02-01,Lima,Huarochirí,Santiago de Anchucaya,147,31.06,Bajo,92.3,0,0,342.90076923076913,0,4644.18,80238.77999999997,194092,0,0,234,0,0,0.4939115582778348,0,0,-0,0.05482418296883966,0,0.05482418296883966
190303,2026-02-01,Pasco,Oxapampa,Huancabamba,148,31.04,Bajo,92.2,0,0,337.4086972653566,0,300402.67,2455323.09,7181973,0,0,7277,0,0,0.49255010018296463,0,0,-0,0.05467306112030908,0,0.05467306112030908
060418,2026-02-01,Cajamarca,Chota,Tocmoche,149,30.97,Bajo,92.1,0,0,319.311286407767,0,41445.94,263112.5,925108,0,0,824,0,0,0.48790211229601116,0,0,-0,0.05415713446485724,0,0.05415713446485724
030610,2026-02-01,Apurímac,Chincheros,El Porvenir,150,30.95,Bajo,92.1,0,0,316.3509209744504,0,3952.95,532418.6,2453389,0,0,1683,0,0,0.48711688056184804,0,0,-0,0.054069973742365135,0,0.054069973742365135
211301,2026-02-01,Puno,Yunguyo,Yunguyo,151,30.93,Bajo,92,0,0,311.17408553384485,0,344412.03,7341530.200000001,6630080,0,0,23593,0,0,0.48572596348229935,0,0,-0,0.05391558194653523,0,0.05391558194653523
120705,2026-02-01,Junín,Tarma,La Unión,152,30.91,Bajo,92,0,0,306.533474824356,0,91770.81,1047118.3500000001,1738469,0,0,3416,0,0,0.4844593720740154,0,0,-0,0.05377499030021571,0,0.05377499030021571
120805,2026-02-01,Junín,Yauli,Morococha,153,30.91,Bajo,91.9,1,3.836055085449166,6493.889845291049,0,446180.57,33579904.390000015,105594419,1859549.31,0,5171,0.125,0.6287678476996298,0.7424099766889342,0,0.076375,-0.10500423056583819,0.08240750741247169,0,0.0537782768466335
160304,2026-02-01,Loreto,Loreto,Trompeteros,154,30.89,Bajo,91.9,2,3.387462310785691,0.005006343567622431,0,0.23,59.19,15359832,502804.94,0,11823,0.25,0.5938656795346378,4.2232411263907517e-4,0,0.15275,-0.09917556848228451,4.687797650293735e-5,0,0.05362130949421842
050617,2026-02-01,Ayacucho,Lucanas,San Pedro,155,30.88,Bajo,91.8,0,0,299.8835507246374,0,21917.789999999997,744910.7399999993,2057918,0,0,2484,0,0,0.48261064542740717,0,0,-0,0.053569781642442194,0,0.053569781642442194
090504,2026-02-01,Huancavelica,Churcampa,El Carmen,156,30.88,Bajo,91.8,0,0,299.92962350780545,0,37045.740000000005,653246.7200000002,7307415,0,0,2178,0,0,0.4826235940279838,0,0,-0,0.05357121893710621,0,0.05357121893710621
060403,2026-02-01,Cajamarca,Chota,Chadin,157,30.85,Bajo,91.7,0,0,292.6035649102149,0,155816.48,993974.31,2012113,0,0,3397,0,0,0.4805393126713211,0,0,-0,0.053339863706516645,0,0.053339863706516645
210113,2026-02-01,Puno,Puno,San Antonio,158,30.85,Bajo,91.7,0,0,292.0493047034764,0,0,714060.5499999998,2158573,0,0,2445,0,0,0.4803795141686682,0,0,-0,0.05332212607272217,0,0.05332212607272217
090101,2026-02-01,Huancavelica,Huancavelica,Huancavelica,159,30.84,Bajo,91.6,0,0,290.79373951020966,0,934419.41,12717282.61,23538217,0,0,43733,0,0,0.48001640210127317,0,0,-0,0.05328182063324132,0,0.05328182063324132
060609,2026-02-01,Cajamarca,Cutervo,San Juan de Cutervo,160,30.83,Bajo,91.6,0,0,288.0458711903393,0,78821.81,500911.77,965187,0,0,1739,0,0,0.47921623073233083,0,0,-0,0.053193001611288725,0,0.053193001611288725
210213,2026-02-01,Puno,Azángaro,San Juan de Salinas,161,30.79,Bajo,91.5,0,0,278.7815868506494,0,22763.24,686917.8300000001,993019,0,0,2464,0,0,0.4764613055809477,0,0,-0,0.052887204919485196,0,0.052887204919485196
061302,2026-02-01,Cajamarca,Santa Cruz,Andabamba,162,30.78,Bajo,91.5,0,0,277.56957427536224,0,50636.79,306436.80999999994,762162,0,0,1104,0,0,0.47609415817786827,0,0,-0,0.052846451557743375,0,0.052846451557743375
120608,2026-02-01,Junín,Satipo,Río Tambo,163,30.77,Bajo,91.4,0,0,275.8469159907512,0,276429.27,7516000.919999998,21577415,0,0,27247,0,0,0.47556956596905237,0,0,-0,0.05278822182256481,0,0.05278822182256481
020106,2026-02-01,Áncash,Huaraz,Jangas,164,30.73,Bajo,91.4,1,7.406379399183054,467.7715768945019,2240.785913610055,197023.64,2518482.169999998,5139136,205297.66,12064391.358876538,5384,0.125,0.8053939714436806,0.5201077919086994,0.47593333146220534,0.076375,-0.13450079323109468,0.057731964901865634,0.052828599792304795,0.05243477146307575
120303,2026-02-01,Junín,Chanchamayo,Pichanaqui,165,30.73,Bajo,91.3,0,0,266.00680715995423,0,341236.4,10224237.64,16733971,0,0,38436,0,0,0.47250897515788903,0,0,-0,0.052448496242525684,0,0.052448496242525684
060507,2026-02-01,Cajamarca,Contumazá,Tantarica,166,30.72,Bajo,91.2,0,0,265.2573528308961,0,100786.5,707441.3599999999,1776030,0,0,2667,0,0,0.47227126751888765,0,0,-0,0.05242211069459653,0,0.05242211069459653
050502,2026-02-01,Ayacucho,La Mar,Anco,167,30.71,Bajo,91.2,2,9.013551210184149,105.56740428943672,0,941.27,526675.7799999998,6521115,536847.66,0,4989,0.25,0.8635642517186674,0.39483284705095545,0,0.15275,-0.14421523003701744,0.043826446022656056,0,0.05236121598563861
120603,2026-02-01,Junín,Satipo,Llaylla,168,30.7,Bajo,91.1,0,0,260.5647808812906,0,77875.25,2164251.0699999994,13524715,0,0,8306,0,0,0.4707675202169336,0,0,-0,0.05225519474407963,0,0.05225519474407963
130504,2026-02-01,La Libertad,Julcán,Huaso,169,30.7,Bajo,91.1,0,0,260.8691913057376,0,93930.33,1632258.5300000003,1612961,0,0,6257,0,0,0.47086588456997297,0,0,-0,0.052266113187267,0,0.052266113187267
200114,2026-02-01,Piura,Piura,Tambo Grande,170,30.7,Bajo,91,1,0.6780592972796315,32.70815602520658,0,8082.0599999999995,4401471.139999999,11110223,45333.9,0,134568,0.125,0.3421470121628768,0.2974909758890506,0,0.076375,-0.05713855103120043,0.03302149832368462,0,0.05225794729248419
030710,2026-02-01,Apurímac,Grau,Santa Rosa,171,30.68,Bajo,91,0,0,256.34672645739914,0,731.17,114330.64000000001,511664,0,0,446,0,0,0.4693926284251504,0,0,-0,0.052102581755191696,0,0.052102581755191696
060506,2026-02-01,Cajamarca,Contumazá,Santa Cruz de Toledo,172,30.68,Bajo,90.9,0,0,257.1314639175258,0,35675.39,249417.52000000002,618563,0,0,970,0,0,0.46965011494717396,0,0,-0,0.05213116275913631,0,0.05213116275913631
060413,2026-02-01,Cajamarca,Chota,Paccha,173,30.66,Bajo,90.9,0,0,253.20303847039855,0,172387.58,1099154.3900000001,2448661,0,0,4341,0,0,0.4683531940155758,0,0,-0,0.051987204535728915,0,0.051987204535728915
151007,2026-02-01,Lima,Yauyos,Carania,174,30.66,Bajo,90.8,0,0,253.29653225806467,0,5220.570000000001,31408.77000000002,333692,0,0,124,0,0,0.46838429200023884,0,0,-0,0.05199065641202651,0,0.05199065641202651
090407,2026-02-01,Huancavelica,Castrovirreyna,Huachos,175,30.63,Bajo,90.8,0,0,247.73131756756757,0,5058.46,146656.94,642472,0,0,592,0,0,0.4665129735950651,0,0,-0,0.05178294006905223,0,0.05178294006905223
150503,2026-02-01,Lima,Cañete,Calango,176,30.63,Bajo,90.7,0,0,246.90714400320908,0,93513.70999999999,615539.5100000002,1052864,0,0,2493,0,0,0.46623228885291373,0,0,-0,0.051751784062673424,0,0.051751784062673424
120415,2026-02-01,Junín,Jauja,Marco,177,30.6,Bajo,90.7,0,0,240.98012679628064,0,11344.560000000001,285079.49,1511392,0,0,1183,0,0,0.46418583808403324,0,0,-0,0.05152462802732769,0,0.05152462802732769
090406,2026-02-01,Huancavelica,Castrovirreyna,Cocas,178,30.59,Bajo,90.6,0,0,240.35877650897234,0,5374.5,147339.93000000005,645870,0,0,613,0,0,0.46396840527995603,0,0,-0,0.05150049298607512,0,0.05150049298607512
150809,2026-02-01,Lima,Huaura,Santa Leonor,179,30.54,Bajo,90.6,0,0,230.04138134592685,0,34361.3,194845.05000000005,387475,0,0,847,0,0,0.46027379040675775,0,0,-0,0.051090390735150114,0,0.051090390735150114
210207,2026-02-01,Puno,Azángaro,José Domingo Choquehuanca,180,30.54,Bajo,90.5,0,0,231.28067491319456,0,35246.89,1065741.3500000006,1453275,0,0,4608,0,0,0.4607262005488529,0,0,-0,0.05114060826092267,0,0.05114060826092267
050615,2026-02-01,Ayacucho,Lucanas,San Cristóbal,181,30.52,Bajo,90.5,0,0,227.16054678692237,0,12397.03,402982.8100000003,1335442,0,0,1774,0,0,0.45921268045091485,0,0,-0,0.05097260753005155,0,0.05097260753005155
